dates,diamonds,butter,cars,cucumber,bananas
2014-07-14,2.85543135998292,2.0684106598140715,3.5087427151462474,1.45613597049197,5.745682323933324
2014-07-15,2.7238668501632763,1.985806082446743,3.4776779410420624,1.4882220334136629,5.421759122482654
2014-07-16,2.8526725425101453,2.0104783387040652,3.4691931286541284,1.5319415454818557,5.407730554552278
2014-07-17,3.086971315460547,1.9389208355156515,3.434682581927208,1.5366951585737063,6.001538211868045
2014-07-18,3.1234771095846776,2.287802835612634,3.3986058082573902,1.518339605372379,5.586904856386591
2014-07-21,2.991026164054026,2.1833934817987672,3.3809278833342202,1.499056191754614,5.564310867413516
2014-07-22,2.827041428195272,2.9267400087101967,3.3473563922339924,1.4911269958512403,5.450298990504111
2014-07-23,3.3532240137864293,2.204600788677124,3.4893185362311674,1.47658061480395,5.565746289086973
2014-07-24,3.1490096211325533,2.0342124498917062,3.4756574975634265,1.475127877560367,5.95150014919796
2014-07-25,3.092259421438182,2.1512229417603406,3.443219875154169,1.460495249819737,5.567155610105316
2014-07-28,2.869808943784539,2.054522823481445,3.404975339667501,1.4481578583211772,5.599709808481751
2014-07-29,2.74536431433364,2.212500927654319,3.3871331147995347,1.4355503650419381,5.493505455096805
2014-07-30,2.5805447507651684,2.1740629432987912,3.3698720366056283,1.420890562524762,6.14759331051163
2014-07-31,2.3904271796614074,2.0552779642667396,3.0973076008862823,1.4205733962204525,5.532767498193282
2014-08-01,2.433364189061012,1.9556822835299925,3.1306660473915424,1.4078617418407384,5.6473551437076015
2014-08-04,3.118113247215336,2.3036531909560147,3.0832804971068737,1.396978788450616,5.671063136945256
2014-08-05,2.9257586260121777,2.0363469555526854,3.0540823991738177,1.3848832908085487,5.562053514549601
2014-08-06,2.7543047842752846,2.571098229746648,2.9989243552863396,1.3955035737076436,5.619866090266693
2014-08-07,2.5713918735633317,2.139168167459648,2.942861680441963,1.3848916172043835,5.52144155830883
2014-08-08,2.589523861881259,2.1004230358400804,2.9180705180077973,1.390040607323959,5.73902630690669
2014-08-11,2.4465613737173806,2.451163435078733,2.8860547723494996,1.3806126951918565,5.5261060120537815
2014-08-12,2.2982839797543826,2.106986636376793,2.9099444901119025,1.3850517040451522,5.732422777356639
2014-08-13,2.281744296437426,2.379228789247121,2.8538749224492617,1.377434597819053,5.532059080402681
2014-08-14,2.182518635621757,2.2542680558064383,2.840190749426438,1.3721000035975441,5.8829421671806506
2014-08-15,2.4986472376623174,2.095667921835784,2.794689835483212,1.363550128989304,5.599740461089631
2014-08-18,3.2863075708040452,2.0744671446548835,2.803955907158366,1.3544026382483056,5.6941347052354665
2014-08-19,3.133753634897446,2.4442624410799723,2.7955776562765333,1.347572554763729,5.518899783539935
2014-08-20,2.9576764292920283,2.1419250322317698,2.79525673407828,1.3431811063790924,5.686168883224821
2014-08-21,2.979660631541193,2.281439565159794,2.963547433319583,1.348654325274499,5.6452698388407265
2014-08-22,2.812783124303195,2.5891524369886207,2.9595602173088307,1.3399382880398345,6.0918358956971455
2014-08-25,2.869597859172725,2.1814280650383715,2.857288199482306,1.3437441136815906,5.596666966371785
2014-08-26,2.939331788728584,2.266307067163424,2.82741687055657,1.3365431295509314,5.766007442455357
2014-08-27,3.456925747724918,2.1925623697120042,2.821879141341956,1.3288528476979027,5.586679573132366
2014-08-28,3.623441547242953,2.2027284361153163,2.9584646829229833,1.3219939363395596,5.566007918894047
2014-08-29,3.3777202405831868,2.2152772939810887,2.9941362601663517,1.3268539815703433,5.5288220878187415
2014-09-01,3.740351764518286,2.113980449253468,3.004191155090461,1.3242226433985946,5.509289120697503
2014-09-02,3.552249172185338,2.084959601533689,2.9869413702303333,1.3277070664397363,5.524182418763625
2014-09-03,3.671011306661583,2.0229272444890123,2.996878190488484,1.3244374330414632,5.699428822834405
2014-09-04,4.410277524970836,2.544908303648517,2.9875328981267963,1.3167573690412986,5.419551245116995
2014-09-05,4.326874529539418,2.3420128647645027,2.9886430569840416,1.3146886486811986,5.458103212774614
2014-09-08,4.439415331500373,2.175227218346893,2.987733941185547,1.3071084420780146,5.617843599963675
2014-09-09,4.181367711894564,2.1991928380788672,3.014088392050977,1.3047708498825497,5.530339338263252
2014-09-10,4.480623849625262,2.1145059807352395,2.9074422577920562,1.3010147584041571,6.074100862251209
2014-09-11,4.259206663252075,2.222387399779332,2.921585486969747,1.2686287825348042,5.518602374351069
2014-09-12,4.101928715848355,2.1313603775407617,2.8835395790354865,1.299824984497802,5.535470965714827
2014-09-15,3.8864055722453177,2.097798325660065,3.021634414850382,1.3084496829063796,5.7173991330804625
2014-09-16,3.641193318339012,2.028209374817409,3.0156288779259532,1.3123774453898454,5.651811671217789
2014-09-17,3.3931576667983276,1.967549979662069,2.968655404227435,1.3351147454027334,5.569304138300694
2014-09-18,3.526862159788456,2.00746261480281,2.9994104132886643,1.3099233562742756,5.568724669752817
2014-09-19,3.3809552925000848,2.0221880067440376,3.017747647101151,1.3079409689413157,5.554259105745612
2014-09-22,3.210807252656621,2.183823848177818,3.031845925535705,1.306392863795369,5.534983671299873
2014-09-23,2.9542014874019236,2.5406515240818743,2.9687147637761973,1.304748466066042,5.521056535571177
2014-09-24,3.043687538616249,2.4356620165438567,2.9770553026382576,1.3049584445601703,5.56856564648172
2014-09-25,2.9829291508606204,2.2003925909491966,3.0029660392627497,1.2999294559228476,5.376314723456788
2014-09-26,3.0575814447421834,2.0855788609311485,3.039549831907536,1.3018998421119727,5.442361539297815
2014-09-29,2.9117700686700876,2.0898065894066784,3.0503392432094842,1.2935282134028436,6.012619732096367
2014-09-30,2.995998882195188,2.0629560639375133,3.04458725882312,1.2903246522230456,5.4571858254828385
2014-10-01,2.9502504015707918,2.061210973464613,3.0621458943315445,1.2859904179023596,5.458319350979822
2014-10-02,2.7388067824326234,2.1612700865229035,2.773165568085775,1.2831188081588147,5.5118548651611645
2014-10-03,2.6172094750132846,2.316962951224015,2.778827404773338,1.2917940883612518,5.419440265782882
2014-10-06,2.507941407910925,2.1665228174480333,3.0498611056161637,1.2837947723355654,5.6857795344570725
2014-10-07,2.4311661530837365,2.262580197697564,3.0464124391855556,1.2971471606167007,5.449606798301525
2014-10-08,2.6057384544316733,2.1962271533088744,3.0358686302327613,1.297087848960394,5.425924662643722
2014-10-09,2.918927787311367,2.1243354967379666,3.0380821210695736,1.29445327986241,5.426923060911215
2014-10-10,2.7502912721542154,2.0822028908821295,3.0266158499434606,1.2901108755290995,5.395635886556493
2014-10-13,2.8251912498436655,2.189407287186546,3.0191174870977053,1.2833289645091532,5.415984689927739
2014-10-14,2.7755414967243106,2.140346087524818,3.0362085996110233,1.2835888152860904,5.377184568519973
2014-10-15,2.8531964344522414,2.1482940720687145,3.0264204222146485,1.2813056486672596,5.378571786700213
2014-10-16,3.1653645059208344,2.133741548193441,3.057746034028507,1.2820728557290404,5.367138408536262
2014-10-17,3.1265945773794805,2.0846820832697306,3.057413456850907,1.2699232167971457,5.357264531524526
2014-10-20,2.9262633757164527,2.089708692969573,3.05209557589082,1.2578949696455792,5.328668345627506
2014-10-21,3.30526131244521,2.066606589559873,3.0534263652956763,1.2727546910321217,5.327029861246596
2014-10-22,3.271716403570674,2.043217552017328,3.0489513661486622,1.2735578842067397,5.310841053002184
2014-10-23,3.2580894572646297,1.9911352772459423,3.052068190761532,1.2621350664690811,5.215605513402744
2014-10-24,3.118877804897851,1.9921050703627268,3.050158979232534,1.2856435092836949,5.195023433656793
2014-10-27,3.0560115372318943,1.980714744293434,3.044588219393995,1.2800258043059558,5.150617996227358
2014-10-28,2.8584259291048664,1.9337916104520325,3.041618980162941,1.272700534089803,5.117200264411777
2014-10-29,3.7031442964791808,1.8964398831700515,3.040013295517095,1.2661035531622193,5.123054387751064
2014-10-30,3.515751567971753,2.0524804420713627,3.043941485263194,1.2781087209886226,5.023724116557258
2014-10-31,4.48561767692086,2.032303074395208,3.013842101444763,1.268369930695057,4.9598271279652115
2014-11-03,4.260348196218345,1.995547607918503,3.028918616443121,1.2613564722237698,4.97065829872826
2014-11-04,4.15518569420881,1.9712719676021095,3.025261238801825,1.2578614442037594,5.016891908771757
2014-11-05,4.13394888871098,1.9539322035772835,2.66320404688175,1.2534357488322125,5.067617782683175
2014-11-06,3.944282038221304,1.9617369228854542,2.631712947816604,1.2422552970374356,5.144966599395128
2014-11-07,3.718384789399867,1.9247361697736607,2.5651759267604373,1.2772279040609982,5.200613381212009
2014-11-10,3.490464488406002,1.697058510234203,3.007012325098443,1.2884936566316287,5.168311935745945
2014-11-11,3.404904865340688,2.0856815388485064,2.9752086663550212,1.2849684204295941,5.196697565640779
2014-11-12,3.3346567715530835,1.8182840657000305,2.6180076756013078,1.2822759259425898,4.851319086610492
2014-11-13,3.156597549679286,1.7728280292188823,2.6365389449699674,1.2781035267814478,4.7789304689163785
2014-11-14,2.921164932536572,1.8659870771914593,2.6008687974995173,1.2754748714064978,4.811350327125839
2014-11-17,2.747088936463946,1.9089317553705307,2.5394278868681623,1.2793059608071637,4.687063115504381
2014-11-18,2.6843737680939324,1.85735639714052,2.512260288756646,1.2821940045324034,4.580969378300031
2014-11-19,2.478546362235883,1.841263029263428,2.5235848472739826,1.2793821872549331,4.73755014607459
2014-11-20,2.2500559063340866,1.8410298586575666,2.513560264582761,1.28108763329859,4.832778926052571
2014-11-21,2.0929680567010824,1.8232029661501823,2.490049747379447,1.2798409611337496,4.719431535266706
2014-11-24,1.9930911708382444,1.921252462622445,2.437036059513722,1.2810838968422673,4.601209613376111
2014-11-25,2.5688575192811833,1.9185108878357109,2.4268577661860404,1.278821985451535,4.548864364194516
2014-11-26,2.3884586456465438,1.9053020292175653,2.9995929482919745,1.2586046958225054,4.536746428823372
2014-11-27,3.027288249601914,1.927820415420065,2.5961672685137906,1.170990249994358,4.544288178126092
2014-11-28,3.5688331209557322,1.8988440598324516,2.628774988025752,1.1421220842791155,4.547900965061927
2014-12-01,3.3070742257968826,1.8842504574543568,2.566764048167458,1.1186808258767484,4.494712858171027
2014-12-02,3.112659289001983,1.9160064488291002,2.5790270034207596,1.0970605280813595,4.454791789213904
2014-12-03,3.116142393094564,2.2739620887996064,2.5362935414733294,1.1201076316821164,4.334558324495696
2014-12-04,2.9034482024144475,1.969066706600523,2.5214286721029664,1.1088626546040135,4.248612873401802
2014-12-05,3.2033125580914836,1.9368910259062024,2.924992025281289,1.0892602488338936,4.5629317669001175
2014-12-08,3.266851529054805,1.9132602897800888,2.935364881876239,1.0688395794884102,4.550954207332
2014-12-09,3.332759225663552,1.8958391322076633,2.6283293452585474,1.044668947947449,4.426013554302312
2014-12-10,3.1005620214893073,1.9294757116285186,2.9174611873344394,1.035725544700724,4.421031732987657
2014-12-11,3.737116457467116,1.9487545542337938,2.9065064596957546,1.0196190818611133,4.386210510882154
2014-12-12,3.7392706806240232,1.959450263086313,2.5673068391531872,0.9995124810112527,4.274433097051588
2014-12-15,3.4600170233536542,1.9455871309309267,2.5505796656622124,1.012853904771135,4.1611911669875825
2014-12-16,3.246626587375684,1.9747103319289603,2.49310274712902,1.0007575128354438,4.139078406640751
2014-12-17,3.193013434333929,2.0067725695890153,2.4421479320484902,0.9796109946444547,4.124895357524659
2014-12-18,3.061608539307022,2.067499177472248,2.5042308477074204,1.0397462851119235,4.033429020752735
2014-12-19,2.8995876383550425,2.2841314918201374,2.453711863041958,1.011560806362982,4.102641310395751
2014-12-22,2.7157942661655334,2.513774770582091,2.469339753071473,0.9934941072953731,3.9983220645671667
2014-12-23,3.031713423799371,2.987476622747763,2.4809323131956837,0.9756276619201829,3.9421086484201497
2014-12-24,3.1087444804797193,2.7709688792540286,2.4371811037142987,1.0674707465335815,4.415835416896946
2014-12-26,3.0077393275757904,2.602044141399953,2.4894026793681094,1.0563510322333873,4.397647381908625
2014-12-29,2.8684543449015867,2.3572246524582274,2.4453086189680207,1.0579043265295411,4.378332261616824
2014-12-30,3.0397709537813764,2.438322707745978,2.390002588457592,1.0451162811067125,4.329739270084263
2015-01-02,2.856496300363655,2.354042171643695,2.3586037007814578,1.0409939337966272,4.286520757039655
2015-01-05,2.708326244241094,2.2614021354834417,2.3032117595067385,1.0328110862661277,4.232570206646455
2015-01-06,2.5362798101777226,2.1649556232157035,2.2778865583460335,1.0145783000150914,4.189842072278393
2015-01-07,2.417209037322054,2.223631731469267,2.2585602782872276,1.0038794579855628,4.148818468008715
2015-01-08,2.3322514838991837,2.1444083848737137,2.2021073578818218,0.9806532496087401,4.114173708698736
2015-01-09,2.3754592422221332,2.158848461014072,2.152857605497384,0.9890379318952415,4.123185149597643
2015-01-12,2.5338810702751893,2.1204680516214673,2.1190319337627446,0.9695712147958501,4.086463530959255
2015-01-13,2.5184352084298665,1.9904567313197674,2.0993876394587394,0.9823093623727077,3.9937080024622422
2015-01-14,2.556868152472775,1.9846279946812968,2.046624125206082,0.9907857365878887,4.028970856069033
2015-01-15,3.221091268334188,2.35324832229582,2.097572044099525,0.9840903841329505,4.041637247652301
2015-01-16,3.591002610545835,2.058913784058694,2.0467966579113344,0.9806405921911107,4.014216754781103
2015-01-19,3.442674364566568,2.2908802580157723,2.1645117133429435,0.9675829392389338,3.959640681044014
2015-01-20,3.8809732035321316,2.5435910216120723,2.1575565903371112,0.9880111708961876,3.9376585342792687
2015-01-21,3.705813858672768,2.1602458333061696,2.2914831128217688,0.9849543885832551,3.9329251715591753
2015-01-22,3.497492100725561,2.0118071208080224,2.2816718258712863,0.9474561015430643,4.221209000107275
2015-01-23,3.2129196635839277,2.2008831473622963,2.297830018400472,0.939777022440606,4.205465987897516
2015-01-26,3.0258220340013957,2.085337062045651,2.2358733954820487,1.0299656735027365,4.247112196641247
2015-01-27,3.669811816691627,2.1271270236807216,2.2879004597795487,1.0283853024039107,4.2318950915912
2015-01-28,3.391539702003752,2.193584207299777,2.236400706099532,1.0108612251308795,4.366294081457649
2015-01-29,3.21574451504652,1.99905427362445,2.182348844892777,1.0237602596646318,4.387702616537352
2015-01-30,2.9749547527996225,2.0578246407617073,2.292724855586261,1.0511477333554697,4.382744916549685
2015-02-02,2.751817708618297,2.0153217965325116,2.5735563472654106,1.0586957706158204,4.381365577464319
2015-02-03,2.685153881955842,1.9263224555928102,2.552162549753716,1.0996315466594808,4.400151232835489
2015-02-04,2.50583283926817,1.926427883209876,2.446413920118262,1.0969866034588904,4.422215805012384
2015-02-05,2.685706943369501,1.9116336521139567,2.272651204002012,1.1331765370837121,4.342552622334554
2015-02-06,2.5455612223721187,1.866027299948238,2.3732860461876957,1.1284460444189226,4.188088479301669
2015-02-09,2.4194756351783524,1.8097601769835168,2.316851231551701,1.1249624541725436,4.16158087930894
2015-02-10,3.013545733526781,1.8085318981509977,2.329367122124528,1.1194714348762926,4.122325357873249
2015-02-11,2.89785304741197,1.7857526866775022,2.287164073595386,1.1166599192079605,4.135468516009727
2015-02-12,2.786217247302277,1.8873243163626836,2.2282472291943907,1.1104128070377433,4.092553453661944
2015-02-13,2.754167103547838,1.8309331955404593,2.2775197027530334,1.1048393815234137,3.9978862775681514
2015-02-16,2.725145222619755,1.7914350205432752,2.25224537987348,1.0998024433924218,4.019740723349883
2015-02-17,2.8111229232892723,2.540050899243101,2.287306012047693,1.1044905039501354,4.226349361115087
2015-02-18,2.801039522477579,2.2766290664124003,2.2537865373301176,1.0996942270361643,4.199499808831686
